2024-11-27 14:44:18 - INFO - Logging initialized with +5:30 offset.
2024-11-27 14:44:18 - INFO - Table checked or created successfully.
2024-11-27 14:44:18 - DEBUG - Using proactor: IocpProactor
2024-11-27 15:05:04 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:04 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:04 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:04 - DEBUG - Received 6C:48:E1:CC:BD:3E: .
2024-11-27 15:05:04 - DEBUG - Received 47:5C:05:62:AB:A6: .
2024-11-27 15:05:05 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:05 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:05 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:05 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:05 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:05 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:05 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:05 - DEBUG - Received 2A:03:37:5E:B6:11: .
2024-11-27 15:05:05 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:05 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:05 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:05 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 15:05:05 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 15:05:05 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 15:05:05 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:05 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:05 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:05 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:05 - DEBUG - Received 47:5C:05:62:AB:A6: .
2024-11-27 15:05:05 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:05 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:06 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:06 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:06 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:06 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:06 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:06 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:06 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:06 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:06 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:06 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:06 - DEBUG - Received 2A:03:37:5E:B6:11: .
2024-11-27 15:05:06 - DEBUG - Received 2A:03:37:5E:B6:11: .
2024-11-27 15:05:06 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 15:05:06 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:06 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:06 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 15:05:06 - DEBUG - Received 69:0A:E6:29:44:9C: .
2024-11-27 15:05:06 - DEBUG - Received 69:0A:E6:29:44:9C: .
2024-11-27 15:05:06 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:06 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:06 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:06 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:06 - DEBUG - Received 6F:70:00:81:16:1D: realme Buds Wireless 3.
2024-11-27 15:05:06 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:06 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:06 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:06 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:07 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:07 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:07 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:07 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:07 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:07 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 15:05:07 - DEBUG - Received 06:E4:09:87:7D:9D: .
2024-11-27 15:05:07 - DEBUG - Received 2A:03:37:5E:B6:11: .
2024-11-27 15:05:07 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:07 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:07 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:07 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:07 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:07 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:07 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:07 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:07 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:07 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:07 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:07 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:07 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:07 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:07 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:08 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:08 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:08 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 15:05:08 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:08 - DEBUG - Received 69:0A:E6:29:44:9C: .
2024-11-27 15:05:08 - DEBUG - Received 69:0A:E6:29:44:9C: .
2024-11-27 15:05:08 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:08 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 15:05:08 - DEBUG - Received 60:00:FB:1F:5F:00: .
2024-11-27 15:05:08 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:08 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:08 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:08 - DEBUG - Received D4:25:11:25:10:7A: .
2024-11-27 15:05:08 - DEBUG - Received D4:25:11:25:10:7A: Vision 2_107A.
2024-11-27 15:05:08 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:08 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:08 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:08 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 15:05:08 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:08 - DEBUG - Received 69:0A:E6:29:44:9C: .
2024-11-27 15:05:08 - DEBUG - Received 69:0A:E6:29:44:9C: .
2024-11-27 15:05:08 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:08 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:08 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:08 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:08 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:08 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:08 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:08 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:08 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:09 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:09 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:09 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:09 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:09 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:09 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:09 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:09 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:09 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:09 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:09 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:09 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:09 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 15:05:09 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 15:05:09 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 15:05:09 - DEBUG - Received 2A:03:37:5E:B6:11: .
2024-11-27 15:05:09 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:09 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:09 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:09 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:09 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:09 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:10 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:10 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:10 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:10 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:10 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:10 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:10 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:10 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:10 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:10 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:10 - DEBUG - Received D4:25:11:25:10:7A: .
2024-11-27 15:05:10 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:10 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:10 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:10 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:10 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:10 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:10 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:10 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:10 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:10 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:10 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 15:05:10 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:10 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 15:05:10 - DEBUG - Received 2A:03:37:5E:B6:11: .
2024-11-27 15:05:10 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:10 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:10 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:10 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:10 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:10 - DEBUG - Received 46:76:9E:E1:CB:58: .
2024-11-27 15:05:10 - DEBUG - Received 46:76:9E:E1:CB:58: .
2024-11-27 15:05:11 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:11 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:11 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:11 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:11 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:11 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:11 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 15:05:11 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:11 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:11 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:11 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:11 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:11 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:11 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:12 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:12 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:12 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:12 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:12 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:12 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 15:05:12 - DEBUG - Received 4C:E4:D1:E1:E7:D9: .
2024-11-27 15:05:12 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:12 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:12 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:12 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:12 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:12 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:12 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:12 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:12 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 15:05:12 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:12 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 15:05:12 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 15:05:12 - DEBUG - Received D4:25:11:25:10:7A: .
2024-11-27 15:05:12 - DEBUG - Received D4:25:11:25:10:7A: Vision 2_107A.
2024-11-27 15:05:12 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 15:05:12 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:12 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:12 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:12 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:13 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:13 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:13 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:13 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:13 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:13 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:13 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:13 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:13 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 15:05:13 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:13 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:13 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:13 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:13 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 15:05:13 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:13 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:13 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:13 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:13 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:13 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:13 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:13 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:13 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:13 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:13 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:14 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:14 - DEBUG - Received D4:25:11:25:10:7A: .
2024-11-27 15:05:14 - DEBUG - Received D4:25:11:25:10:7A: Vision 2_107A.
2024-11-27 15:05:14 - DEBUG - Received 74:2B:F0:02:2A:B2: .
2024-11-27 15:05:14 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 15:05:14 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:14 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:14 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 15:05:14 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:14 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 15:05:14 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:14 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:14 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:14 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:14 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:14 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:14 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:14 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:14 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:14 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:14 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:14 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:14 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:14 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:14 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:14 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:14 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:15 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 15:05:15 - DEBUG - Received B4:04:8C:65:26:86: .
2024-11-27 15:05:15 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:15 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:15 - DEBUG - Received 5C:9F:71:59:6C:0A: .
2024-11-27 15:05:15 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:15 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:15 - DEBUG - Received 28:9C:98:FD:78:3F: .
2024-11-27 15:05:15 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 15:05:15 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:15 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:15 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 15:05:15 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 15:05:15 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:15 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:15 - DEBUG - Received 38:EF:89:48:84:F2: .
2024-11-27 15:05:15 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:15 - DEBUG - Received 71:D1:60:30:A0:D6: .
2024-11-27 15:05:15 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:15 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:15 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:15 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:15 - DEBUG - Received 69:0A:E6:29:44:9C: .
2024-11-27 15:05:15 - DEBUG - Received 69:0A:E6:29:44:9C: .
2024-11-27 15:05:15 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:15 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:15 - DEBUG - Received 4B:89:67:F2:7F:F2: .
2024-11-27 15:05:15 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:15 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:15 - DEBUG - Received D4:25:11:25:10:7A: .
2024-11-27 15:05:15 - DEBUG - Received D4:25:11:25:10:7A: Vision 2_107A.
2024-11-27 15:05:15 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:15 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:15 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:15 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:15 - DEBUG - Received 3A:86:63:7E:E6:B2: .
2024-11-27 15:05:15 - DEBUG - Received 06:E4:09:87:7D:9D: .
2024-11-27 15:05:16 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:16 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:16 - DEBUG - Received 13:FA:D7:D9:23:1F: .
2024-11-27 15:05:16 - DEBUG - Received 3F:75:C9:3E:2E:0B: .
2024-11-27 15:05:16 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:16 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 35:73:5D:12:57:E0: .
2024-11-27 15:05:16 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:16 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:16 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:16 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:16 - DEBUG - Received 2A:03:37:5E:B6:11: .
2024-11-27 15:05:16 - DEBUG - Received 75:A5:3A:F4:BD:3B: .
2024-11-27 15:05:16 - DEBUG - Received 75:A5:3A:F4:BD:3B: NITHIN.
2024-11-27 15:05:16 - DEBUG - Received 2A:03:37:5E:B6:11: .
2024-11-27 15:05:16 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:16 - DEBUG - Received 4A:9E:BD:90:4A:5F: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 74:2B:F0:02:2A:B2: .
2024-11-27 15:05:16 - DEBUG - Received D1:AC:A6:02:60:FB: SOTL52.
2024-11-27 15:05:16 - DEBUG - Received D1:AC:A6:02:60:FB: .
2024-11-27 15:05:16 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 6F:1B:60:1D:85:3A: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 62:11:31:24:7A:05: .
2024-11-27 15:05:16 - DEBUG - Received 3A:86:63:7E:E6:B2: .
